House ID,Builder Name,Date Built,Date Priced,garden,Dock,Capital,Royal Market,Guarding Tower,River,renovation,dining rooms,bedrooms,bathrooms,visit,Sorcerer,blessings,land,Location,Holy tree,Knight's house,Golden Grains
6e334f9c,Bright_Brothers,7/25/1600 12:59 PM,12/23/1612 5:32 PM,0,79.73318,9.837271,17.794665,63.802268,22.044323,0,3,4,3,0,0,150,huge land,,1,20.715258,1471368
6e335087,Bright_Brothers,11/28/1603 3:51 AM,6/20/1609 1:37 AM,0,142.920391,24.786014,28.598578,73.976246,6.427983,0,3,3,2,0,0,135,huge land,Cursed Land,,35.04145,1304547
6e3350aa,Bright_Brothers,12/23/1605 2:43 PM,7/16/1612 12:59 PM,0,102.404897,44.998712,7.695602,22.592917,30.246573,0,3,4,3,0,0,115,small land,The Mountains,1,55.82697,1366443
6e3350bb,Bright_Brothers,6/3/1606 8:17 PM,10/19/1608 11:58 AM,0,23.065991,63.213198,44.020529,,25.73978,0,3,2,3,0,0,97,small land,King's Landing,,73.516065,1260506
6e3350e8,Bright_Brothers,6/19/1600 11:44 PM,7/16/1610 2:13 PM,0,61.080834,13.011417,96.049799,47.323537,31.556063,1,,,4,0,0,147,small land,King's Landing,1,23.31911,1349280
6e33515d,Bright_Brothers,12/17/1604 4:26 AM,12/18/1609 6:42 AM,0,0.867915,54.040821,0.17605,49.483509,54.928814,0,2,4,4,0,0,106,small land,Servant's Premises,1,64.124198,1341163
6e335193,Bright_Brothers,12/26/1604 3:25 AM,10/4/1607 8:11 PM,0,9.274896,5.067772,138.572372,141.250849,6.714693,0,4,3,3,0,0,155,small land,The Mountains,1,15.296202,1494014
6e3351d9,Bright_Brothers,3/23/1606 3:46 PM,9/9/1610 12:53 PM,0,148.513458,6.67866,66.448109,212.101804,38.390212,1,3,4,4,0,0,153,small land,The Mountains,1,17.23041,1397987
6e335225,Bright_Brothers,1/23/1600 5:27 PM,9/28/1611 12:26 PM,1,19.768632,48.409747,72.47212,75.535524,17.674377,0,4,2,3,1,0,112,no land,The Mountains,,58.891854,1160266
6e33526f,Bright_Brothers,11/3/1600 4:14 PM,9/22/1611 1:19 PM,0,5.067364,3.540583,,89.908276,34.336346,1,,4,2,0,0,156,huge land,The Mountains,1,14.512209,1485430
6e3352ba,Bright_Brothers,8/21/1601 3:22 PM,8/14/1610 6:53 AM,0,52.525411,72.053945,0.229037,166.613863,8.550618,0,4,2,4,0,0,88,small land,The Mountains,1,82.962352,1205041
6e3352f8,Bright_Brothers,1/14/1604 12:44 AM,9/4/1612 5:33 PM,0,39.890877,61.178403,122.452838,110.513873,0.59772,0,2,4,4,0,0,99,small land,The Mountains,1,72.143066,1178389
6e3352fe,Bright_Brothers,5/24/1603 3:53 PM,1/7/1610 2:31 AM,0,45.404248,28.76234,,113.289731,21.750731,,2,4,2,0,0,131,small land,,1,38.884791,1381239
6e335301,Bright_Brothers,8/23/1601 5:21 PM,4/21/1611 4:55 AM,0,40.094049,8.471268,18.654565,96.407005,5.803649,0,2,4,3,0,1,152,small land,King's Landing,,19.398205,1451548
6e33537a,Bright_Brothers,3/5/1600 4:40 PM,2/13/1610 4:18 AM,0,32.018927,17.523323,,29.661242,34.456299,1,4,2,3,0,0,142,small land,,1,28.028649,1404540
6e3353c6,Bright_Brothers,12/15/1603 12:57 AM,2/2/1609 10:15 AM,0,28.707073,0.048717,4.201708,,6.088292,0,4,3,4,0,0,160,huge land,Servant's Premises,1,10.427296,1627025
6e3353e8,Bright_Brothers,5/15/1602 8:30 AM,8/4/1607 6:25 PM,0,3.823342,14.855221,21.504889,85.953886,49.559346,,,4,4,0,0,145,small land,The Mountains,1,25.443624,1501434
6e33541a,Bright_Brothers,4/26/1601 7:46 PM,5/23/1608 3:13 PM,0,,6.191013,52.004253,49.630692,7.547414,,2,3,2,0,0,154,small land,King's Landing,1,16.423498,1515222
6e3354ce,Bright_Brothers,3/13/1605 3:41 AM,3/18/1610 10:44 AM,0,18.394741,36.925414,,48.164712,9.792338,1,,3,3,0,0,123,huge land,The Mountains,1,47.449344,1422266
6e335530,Bright_Brothers,10/16/1601 8:58 AM,9/27/1609 1:33 AM,0,20.897695,2.880537,43.793697,40.851909,60.107001,0,2,3,4,0,1,157,huge land,The Mountains,,13.586342,1409689
6e335571,Bright_Brothers,6/22/1606 7:18 PM,5/22/1607 12:14 PM,1,3.584135,23.880069,,38.736999,16.434514,0,4,4,4,1,0,136,no land,King's Landing,1,33.895745,1611656
6e3355a3,Bright_Brothers,3/10/1602 6:32 AM,7/6/1611 7:30 PM,,27.788456,16.898725,14.875051,95.057867,25.603368,0,2,4,2,0,0,143,small land,The Mountains,1,27.550678,1445018
6e335647,Bright_Brothers,9/27/1601 1:15 PM,3/11/1611 12:56 PM,0,6.119335,38.113518,68.051778,70.699439,22.260172,0,4,3,3,0,0,122,huge land,The Mountains,1,48.71943,1380664
6e3356c5,Bright_Brothers,11/17/1605 5:28 PM,12/8/1612 2:37 AM,0,79.413501,7.414037,72.528763,120.006476,22.487409,0,2,3,3,0,0,153,small land,,1,18.225418,1391083
6e335731,Bright_Brothers,3/13/1602 8:26 AM,11/19/1610 8:21 AM,0,100.737796,,103.345706,149.156645,54.298439,1,3,3,4,0,,74,small land,The Mountains,1, ,1141200
6e33582b,Bright_Brothers,11/23/1603 1:31 AM,2/1/1610 9:39 AM,0,,62.46484,127.477259,34.011924,20.732196,,3,3,3,0,0,98,small land,The Mountains,1,73.060931,1191559
6e335869,Bright_Brothers,6/12/1606 8:37 PM,8/20/1610 8:54 PM,0,14.007689,124.311511,,54.724271,56.261554,0,,2,4,0,0,36,small land,,1,135.240962,960967
6e335966,Bright_Brothers,3/14/1600 6:36 AM,6/18/1612 6:25 PM,0,27.921495,3.794077,,21.474383,37.479561,0,4,2,2,0,1,156,small land,,2,14.174676,1412684
6e335993,Bright_Brothers,11/7/1603 8:30 PM,10/20/1608 1:17 AM,0,66.476475,29.352765,37.794309,58.973781,18.877299,0,2,3,3,0,0,131,huge land,,1,39.412961,1422548
6e3359bd,Bright_Brothers,12/15/1601 1:52 AM,4/22/1607 2:51 AM,0,,1.146082,22.519829,153.895391,65.859585,0,4,2,2,0,0,159,small land,Servant's Premises,1,11.191657,1444683
6e335a37,Bright_Brothers,10/28/1601 8:54 PM,4/15/1610 3:57 AM,0,26.148308,91.326633,28.686105,81.92531,19.451845,0,3,2,4,0,,69,small land,The Mountains,1,101.629529,1112515
6e335a64,Bright_Brothers,4/5/1606 3:16 PM,11/21/1610 10:56 PM,0,20.758843,22.728308,61.859596,203.482655,54.418377,0,4,2,2,0,0,137,huge land,Servant's Premises,1,33.532748,1363345
6e335add,Bright_Brothers,1/11/1604 10:36 PM,2/8/1611 10:48 PM,,5.748351,13.687633,109.326831,26.534121,15.245275,0,3,2,2,0,0,146,small land,The Mountains,1,24.050678,1405128
6e335b57,Bright_Brothers,2/6/1603 4:41 AM,3/2/1612 4:25 AM,0,112.199235,42.376219,37.034876,144.518692,50.211466,0,3,2,3,0,0,118,small land,The Mountains,1,52.459347,1191239
6e335bc0,Bright_Brothers,4/19/1605 5:17 PM,1/28/1609 7:58 PM,,123.338943,101.321493,53.18677,260.956512,85.53917,1,3,3,4,0,0,59,small land,King's Landing,1,111.792188,985581
6e335c72,Bright_Brothers,6/16/1600 7:29 AM,11/5/1612 1:11 AM,0,4.878763,20.522946,26.658006,38.602368,21.41167,0,3,3,2,0,0,139,small land,The Mountains,1,30.941412,1412403
6e335cca,Bright_Brothers,4/15/1601 12:41 AM,12/12/1608 7:31 AM,0,,106.675685,92.259029,153.531114,11.075817,0,2,4,4,0,0,53,small land,The Mountains,,117.673786,938924
6e335cd8,Bright_Brothers,4/16/1606 2:36 AM,10/22/1611 3:57 AM,0,110.1558,25.225582,66.363111,156.282765,35.435116,0,4,4,4,0,0,135,small land,The Mountains,,36.137774,1319973
6e335cdf,Bright_Brothers,1/24/1605 1:30 AM,6/8/1611 11:21 AM,0,,44.760345,94.104074,201.382998,30.78398,1,4,4,3,0,1,115,small land,Servant's Premises,2,55.633334,1237166
6e335cf4,Bright_Brothers,7/19/1604 10:10 PM,1/28/1610 11:16 PM,0,64.998546,18.240573,118.581694,,20.527687,0,3,2,4,0,0,142,small land,Cursed Land,,29.089035,1219754
6e335d60,Bright_Brothers,12/12/1604 11:26 AM,8/21/1608 12:50 AM,0,12.246884,5.559725,37.770001,1.245522,15.900798,0,3,4,4,0,0,154,small land,The Mountains,1,16.378685,1624155
6e335d70,Bright_Brothers,11/20/1602 7:52 AM,8/24/1612 5:55 AM,0,42.569734,107.076336,48.860975,28.788442,1.947952,0,3,2,2,0,0,53,huge land,Servant's Premises,1,117.367131,1027188
6e335d7c,Bright_Brothers,11/5/1606 3:29 PM,6/8/1611 9:34 AM,0,,43.946814,51.747033,145.701043,5.438898,1,2,4,2,0,0,116,huge land,The Mountains,1,54.239229,1374184
6e335ddf,Bright_Brothers,12/23/1601 7:49 AM,9/12/1612 3:47 AM,0,41.14483,9.938499,102.142392,37.175835,9.685778,0,3,2,2,0,0,150,small land,The Mountains,1,20.793585,1360927
6e335e94,Bright_Brothers,6/5/1606 9:56 AM,2/13/1608 1:15 AM,0,7.697273,33.971233,23.274483,196.50622,5.116789,0,3,4,4,0,0,126,huge land,,,44.86242,1463694
6e335ea0,Bright_Brothers,4/25/1602 12:13 AM,2/8/1609 2:31 AM,0,64.381462,9.530031,84.870133,106.640542,32.005975,0,2,,3,0,0,150,huge land,The Mountains,1,19.59594,1377303
6e335ee3,Bright_Brothers,7/16/1603 2:29 AM,12/18/1607 3:39 AM,0,61.199414,79.242103,44.378721,179.534654,29.211133,1,3,3,3,0,0,81,small land,Servant's Premises,1,90.211516,1130011
6e335f1c,Bright_Brothers,2/28/1605 8:26 PM,5/12/1608 4:14 AM,0,15.963175,36.582693,61.169576,185.02161,35.692166,1,4,3,4,0,0,123,small land,The Mountains,,46.975785,1328323
6e335f26,Bright_Brothers,5/18/1605 9:17 PM,6/12/1612 1:39 AM,1,79.107684,9.475834,56.420501,6.461893,80.349847,,4,4,4,1,0,151,no land,King's Landing,,20.120993,1425750
6e335fe3,Bright_Brothers,4/23/1600 9:58 AM,11/15/1609 12:24 AM,0,60.352349,63.770318,48.927665,164.277844,79.544217,0,3,3,4,0,1,96,small land,King's Landing,2,74.25944,1135653
6e335fe7,Bright_Brothers,6/28/1606 6:42 PM,2/1/1610 12:36 AM,0,56.856228,41.587642,64.449677,17.340462,30.684847,0,3,2,4,0,0,118,huge land,,,52.425103,1307144
6e336005,Bright_Brothers,3/27/1606 7:36 AM,12/4/1609 5:14 PM,0,20.462972,59.482047,40.023607,121.159275,3.319179,0,2,4,2,0,0,101,small land,The Mountains,1,69.601393,1330163
6e336020,Bright_Brothers,9/26/1606 2:19 PM,11/19/1610 2:12 PM,,31.374387,95.642755,34.797816,12.132236,42.577414,0,3,4,3,0,0,64,huge land,The Mountains,1,106.429953,1222953
6e336067,Bright_Brothers,9/22/1605 4:15 AM,10/9/1610 10:13 PM,0,46.064822,90.790809,,123.070705,18.290801,0,2,3,2,0,1,69,small land,The Mountains,,101.001749,1028725
6e336083,Bright_Brothers,3/17/1604 8:57 PM,3/13/1610 2:55 PM,0,13.364697,,15.88025,287.015144,42.395928,0,3,3,3,0,0,74,small land,,1, ,1282587
6e336089,Bright_Brothers,3/23/1602 6:18 AM,10/11/1610 10:58 AM,0,31.201639,13.902749,1.787994,101.013558,36.821934,0,4,2,,0,0,146,small land,,1,24.136018,1455462
6e33611e,Bright_Brothers,11/18/1606 1:57 PM,10/5/1607 12:14 AM,0,29.737144,97.735397,,73.2097,71.276644,0,3,2,4,0,0,62,huge land,The Mountains,,107.952538,1078887
6e336124,Bright_Brothers,6/26/1600 7:38 AM,7/27/1612 5:51 PM,1,25.833445,40.192817,100.986585,88.042752,9.540685,0,3,4,3,1,1,120,no land,Servant's Premises,2,50.596686,1207180
6e33613f,Bright_Brothers,9/8/1605 5:59 PM,3/18/1607 1:49 AM,1,14.253969,21.784485,,128.757426,27.60213,0,4,4,4,1,0,138,no land,,1,31.836715,1522413
6e336157,Bright_Brothers,11/17/1601 10:22 PM,10/2/1608 5:54 AM,0,71.844416,58.565829,75.049249,95.763341,15.397851,0,4,3,4,0,0,101,huge land,Cursed Land,1,68.631161,1221627
6e336278,Bright_Brothers,6/19/1600 3:48 AM,6/15/1607 2:46 PM,0,107.1091,5.801317,,155.321361,22.88871,0,4,3,3,0,0,154,huge land,The Mountains,1,16.01226,1471543
6e3362c6,Bright_Brothers,8/24/1603 8:32 PM,8/1/1611 8:18 AM,0,,7.29637,35.349155,61.676279,18.59685,,4,2,3,0,0,153,small land,Cursed Land,,17.553392,1368424
6e3362cc,Bright_Brothers,12/7/1604 4:25 PM,1/18/1608 12:34 PM,0,18.361441,3.410679,,48.452512,53.177543,0,3,3,2,0,0,157,small land,The Mountains,1,14.17848,1536197
6e3362e9,Bright_Brothers,2/6/1603 5:44 PM,6/22/1609 8:47 AM,0,54.368705,0.932728,,124.032585,20.197592,1,2,2,4,0,0,159,small land,King's Landing,1,11.918427,1483519
6e33632f,Bright_Brothers,8/27/1602 12:35 PM,12/22/1608 6:16 AM,,59.717763,1.309316,21.856853,23.824015,52.379299,0,3,3,4,0,0,159,huge land,King's Landing,1,12.281555,1592793
6e336356,Bright_Brothers,2/3/1603 12:41 AM,5/12/1609 2:47 AM,,38.639422,34.561778,16.899445,40.823365,37.924391,0,3,,4,0,0,125,small land,Cursed Land,1,44.929393,1321551
6e3363a9,Bright_Brothers,2/22/1606 7:21 AM,2/23/1608 6:10 PM,0,80.312858,47.410546,12.861251,58.205026,15.567585,0,4,2,2,0,1,113,huge land,,,58.160689,1338437
6e336422,Bright_Brothers,7/7/1602 4:28 AM,7/8/1608 6:53 AM,0,3.953647,104.760686,15.133972,6.733125,8.288515,0,4,3,3,0,0,55,huge land,The Mountains,1,115.309819,1230626
6e336432,Bright_Brothers,1/17/1603 4:13 PM,6/20/1608 8:53 AM,,25.814953,6.419479,,63.413901,52.332081,0,2,4,2,0,0,154,huge land,King's Landing,1,16.687157,1563009
6e336437,Bright_Brothers,11/26/1602 9:31 AM,6/2/1610 6:32 AM,0,72.68454,58.268571,,,38.573744,1,3,3,3,0,1,102,huge land,Cursed Land,2,69.249312,1167058
6e33648e,Bright_Brothers,9/18/1601 2:50 PM,2/8/1608 5:58 PM,0,33.120387,,52.86183,108.836197,33.61772,0,2,2,2,0,0,74,small land,Cursed Land,1, ,1180584
6e3365a2,Bright_Brothers,6/1/1604 4:32 PM,1/22/1610 1:35 AM,0,11.897381,45.308719,29.032196,204.219484,32.670403,1,3,3,3,0,0,115,huge land,Servant's Premises,1,55.309936,1326256
6e3365bb,Bright_Brothers,6/15/1600 9:26 AM,6/19/1607 8:36 AM,0,54.572535,9.731998,,73.970502,6.667808,0,2,2,3,0,0,150,small land,,,20.60433,1363031
6e33669c,Bright_Brothers,9/23/1603 5:44 AM,12/7/1611 10:10 AM,0,5.996439,119.698043,21.017371,39.699998,36.215758,0,4,2,2,0,0,40,small land,The Mountains,1,130.313796,1029420
6e3366dc,Bright_Brothers,4/5/1601 12:58 AM,7/8/1611 3:20 AM,0,,1.851191,25.171922,49.746754,4.321647,1,,3,3,0,1,158,small land,Cursed Land,2,12.613084,1408573
6e336729,Bright_Brothers,5/21/1605 4:25 PM,9/8/1612 1:23 AM,0,85.166733,85.478758,8.157864,,5.429917,,4,4,2,0,0,75,huge land,King's Landing,1,95.708817,1290071
6e33673c,Bright_Brothers,5/28/1604 9:13 PM,4/25/1610 6:10 PM,0,4.410978,50.480996,25.795155,132.864533,44.357732,0,,3,3,0,0,110,huge land,,1,60.510652,1324597
6e3367f4,Bright_Brothers,3/23/1606 6:38 AM,6/24/1608 5:53 AM,0,83.217472,58.605671,26.927991,172.940865,44.257795,1,,2,2,0,1,101,small land,The Mountains,2,68.742452,1183236
6e336802,Bright_Brothers,4/13/1606 12:17 PM,9/28/1611 7:15 AM,,3.128089,1.454307,25.311152,20.810825,32.770277,0,,2,3,0,,159,small land,The Mountains,1,11.823385,1527791
6e336839,Bright_Brothers,12/23/1606 10:14 PM,9/13/1610 3:48 AM,0,,42.688745,96.227014,6.282348,47.320006,0,2,4,,0,0,117,small land,Cursed Land,1,53.230114,1263757
6e33687b,Bright_Brothers,1/3/1604 7:42 AM,6/13/1607 9:25 PM,0,23.162171,29.220875,60.115696,266.31009,33.013274,0,2,4,3,0,1,131,small land,Servant's Premises,2,40.076369,1316110
6e33689c,Bright_Brothers,5/2/1601 4:53 AM,11/23/1611 9:21 AM,0,2.246411,2.791604,139.598288,55.530035,20.906437,0,3,4,3,0,0,157,small land,Cursed Land,1,13.011958,1372789
6e3368a5,Bright_Brothers,6/18/1603 6:21 PM,10/10/1608 1:42 AM,,3.199719,53.508714,123.794187,46.394863,82.11087,0,3,2,3,0,0,106,small land,King's Landing,1,63.991551,1217814
6e3368ca,Bright_Brothers,5/1/1605 6:44 AM,1/23/1609 12:16 PM,0,131.201419,5.605707,41.046858,130.013851,54.647859,0,3,3,4,0,0,154,small land,Servant's Premises,1,15.954821,1401850
6e3368f0,Bright_Brothers,6/27/1601 8:56 PM,12/11/1607 6:41 PM,,34.593911,25.54158,,45.031409,42.151601,1,2,2,2,0,0,134,small land,The Mountains,,35.863493,1286740
6e3368f2,Bright_Brothers,2/17/1601 10:54 PM,11/13/1612 3:24 PM,0,66.599878,9.151823,141.092299,248.967736,9.999326,0,3,2,,0,0,151,small land,Cursed Land,1,20.118742,1168955
6e336917,Bright_Brothers,7/8/1600 9:35 PM,5/16/1611 1:39 PM,0,80.512148,70.012893,,242.250369,39.5089,1,2,4,4,0,0,90,small land,,,80.317128,1018506
6e336975,Bright_Brothers,8/20/1602 4:34 PM,8/1/1610 9:57 AM,0,69.564663,76.06347,43.688103,114.011071,71.430731,0,2,4,2,0,0,84,small land,The Mountains,,86.139336,1044657
6e33699b,Bright_Brothers,2/14/1606 12:29 AM,7/10/1610 10:31 AM,0,12.144834,41.644475,23.871354,139.109337,33.722042,0,3,3,2,0,0,118,small land,The Mountains,,51.850118,1316291
6e3369cb,Bright_Brothers,10/28/1601 7:59 AM,11/11/1611 11:21 PM,0,29.741874,91.952316,114.025426,55.018943,1.348556,0,3,4,3,0,0,68,small land,The Mountains,1,102.940023,1084015
6e336a13,Bright_Brothers,2/24/1602 2:39 PM,10/17/1612 12:18 AM,0,15.482008,0.174511,106.980125,236.381658,47.670299,0,4,4,2,0,0,160,small land,Servant's Premises,,10.572902,1309925
6e336a6c,Bright_Brothers,7/16/1603 2:53 AM,10/4/1610 11:40 AM,0,9.899139,87.287027,,29.4852,13.913006,,2,2,2,0,0,73,small land,The Mountains,1,97.87876,1125724
6e336ac6,Bright_Brothers,1/2/1600 9:19 PM,11/1/1610 4:27 PM,1,38.817448,5.193897,,217.14729,45.29089,1,4,4,4,1,0,155,no land,Servant's Premises,1,15.763127,1384919
6e336ade,Bright_Brothers,6/25/1603 12:59 AM,7/7/1608 6:41 PM,,14.516238,70.543689,37.422878,112.197969,9.061492,0,4,3,3,0,0,89,small land,Servant's Premises,1,80.77179,1264382
6e336aef,Bright_Brothers,12/2/1600 4:11 PM,5/1/1612 9:33 AM,0,66.33618,121.386324,80.980815,44.310462,72.22523,1,4,4,2,0,0,39,small land,Servant's Premises,,131.43713,819222
6e336b85,Bright_Brothers,3/18/1606 10:45 PM,5/1/1608 12:41 AM,,100.344717,130.79965,40.766414,43.551713,28.692214,0,4,3,3,0,0,29,huge land,,1,141.575641,1046180
6e336ba4,Bright_Brothers,11/22/1601 12:42 AM,12/4/1609 9:58 AM,0,77.944419,48.895119,7.494324,111.823898,44.314977,1,3,3,4,0,0,111,small land,Cursed Land,1,59.598601,1222202
6e336bbb,Bright_Brothers,3/12/1602 1:48 PM,10/17/1612 5:20 PM,0,53.743627,,36.527957,148.554125,12.31747,0,2,3,2,0,0,74,small land,King's Landing,, ,1207471
6e336bc1,Bright_Brothers,3/2/1604 7:39 AM,11/14/1607 3:33 AM,,32.376243,70.396059,,110.798468,35.127711,0,2,2,3,0,0,90,small land,King's Landing,1,81.153239,1224031
6e336be6,Bright_Brothers,12/18/1600 11:25 PM,7/8/1609 8:27 AM,0,18.943468,35.468425,73.531457,81.704108,49.353137,0,4,3,2,0,1,125,small land,The Mountains,2,46.266513,1304834
6e336c38,Bright_Brothers,3/23/1600 3:10 AM,2/19/1611 5:55 PM,0,76.376714,75.673103,106.221733,67.187921,30.790715,0,3,4,2,0,0,84,small land,King's Landing,1,86.20506,1123301
6e336c3a,Bright_Brothers,5/4/1600 8:42 PM,10/9/1611 12:20 PM,1,17.806388,31.524361,116.153943,25.010594,38.721452,0,4,3,2,1,0,128,no land,King's Landing,1,42.192313,1313583
6e336c56,Bright_Brothers,4/8/1601 4:38 PM,11/28/1609 9:27 PM,0,97.206562,16.145972,1.443731,105.074051,89.771586,1,2,4,2,0,,144,huge land,Servant's Premises,1,26.51151,1359209
6e336c66,Bright_Brothers,6/8/1604 6:37 PM,2/22/1608 6:12 AM,0,112.157407,31.090544,100.703617,51.329636,63.820381,0,4,4,4,0,0,129,small land,The Mountains,1,41.25618,1348418
6e336c73,Bright_Brothers,5/1/1600 12:55 PM,9/18/1612 11:51 PM,0,,19.637737,6.269326,220.205765,0.160844,1,2,2,3,0,0,140,huge land,Cursed Land,1,30.259373,1292663
6e336c8a,Bright_Brothers,2/7/1603 9:35 PM,11/14/1608 6:51 PM,0,5.974852,46.126524,4.205269,122.239366,2.328732,0,3,2,3,0,0,114,small land,The Mountains,1,56.796057,1374528
6e336cac,Bright_Brothers,3/2/1604 6:40 AM,6/8/1609 4:53 PM,0,21.248337,22.221858,48.9756,126.72843,24.1706,1,4,4,,0,0,138,huge land,The Mountains,1,32.89664,1514946
6e336d10,Bright_Brothers,10/28/1603 2:27 PM,2/13/1607 5:20 PM,0,,133.548364,63.15065,37.417801,8.487968,1,3,4,4,0,1,26,small land,King's Landing,1,144.087039,1056490
6e336d34,Bright_Brothers,5/1/1603 1:50 AM,7/25/1608 8:52 AM,0,21.633874,52.345107,47.678025,275.819984,6.527898,0,2,4,2,0,0,108,small land,The Mountains,1,63.13765,1276857
6e336d9f,Bright_Brothers,3/11/1601 11:24 PM,7/26/1612 3:50 PM,0,90.240005,26.562597,,12.171476,60.693234,0,4,2,2,0,0,133,small land,The Mountains,,37.023098,1226074
6e336db6,Bright_Brothers,12/6/1601 3:59 AM,11/24/1612 12:19 AM,0,45.501439,,44.731556,53.68935,15.219927,1,2,3,4,0,0,74,small land,Cursed Land,1, ,1197959
6e336de4,Bright_Brothers,3/18/1604 5:55 PM,4/20/1610 9:25 AM,0,,58.514422,31.076913,61.880364,10.194938,0,3,2,3,0,0,101,huge land,The Mountains,1,68.946623,1305629
6e336eb3,Bright_Brothers,7/20/1605 1:19 AM,5/5/1611 1:19 AM,,29.600243,39.433156,90.45753,118.676469,89.461461,0,3,4,3,0,0,121,small land,Cursed Land,1,49.440298,1219953
6e336ee2,Bright_Brothers,10/3/1605 11:41 AM,3/23/1607 10:14 AM,0,46.602076,113.234332,37.289274,10.519739,7.107746,1,3,3,3,0,0,47,small land,King's Landing,1,124.068795,1188344
6e336f5f,Bright_Brothers,6/15/1600 4:41 AM,6/20/1607 1:35 AM,0,146.239745,8.795814,25.066367,217.79236,20.677811,0,3,3,4,0,0,151,huge land,The Mountains,,19.02543,1357288
6e33701f,Bright_Brothers,5/22/1605 6:15 PM,8/16/1607 4:51 PM,0,85.4728,75.053645,5.081811,126.101619,28.390067,0,2,2,4,0,0,85,huge land,,1,85.683058,1223917
6e337037,Bright_Brothers,5/15/1601 3:43 PM,10/8/1607 7:51 AM,0,,0.51771,90.614893,197.263739,62.166071,0,4,3,4,0,0,159,huge land,The Mountains,,11.077509,1390572
6e337067,Bright_Brothers,12/19/1603 12:42 AM,4/26/1611 11:34 PM,0,24.348376,52.866833,105.118504,185.895682,1.438571,0,3,2,3,0,0,107,small land,Servant's Premises,1,63.028102,1164729
6e3370e6,Bright_Brothers,12/11/1602 8:36 AM,11/21/1610 2:58 AM,0,1.648481,17.786087,56.463588,53.209051,22.991614,0,3,2,,0,1,142,small land,Cursed Land,2,28.09082,1340109
6e33711c,Bright_Brothers,9/23/1605 7:19 PM,8/12/1611 7:20 PM,0,,153.575851,,53.077327,54.53265,0,4,2,3,0,0,6,huge land,The Mountains,1,163.695641,871976
6e3372d3,Bright_Brothers,7/7/1605 9:49 PM,4/5/1607 2:57 AM,1,134.233396,13.13759,31.886286,53.170809,38.277645,0,4,2,2,1,0,147,no land,The Mountains,,23.409542,1380910
6e337323,Bright_Brothers,11/26/1604 4:36 AM,12/27/1609 2:46 AM,,81.12393,47.568555,52.572438,143.40564,5.744599,0,2,4,2,0,0,112,small land,Cursed Land,,58.407381,1182694
6e337344,Bright_Brothers,9/2/1603 1:46 PM,3/14/1607 7:52 AM,,5.476078,21.441955,104.962339,85.638776,94.507362,1,3,3,3,0,1,139,small land,King's Landing,1,31.461179,1379996
6e33736d,Bright_Brothers,8/15/1603 6:56 AM,10/26/1609 2:46 PM,0,64.266239,42.479708,15.597805,51.843567,65.46627,1,3,2,2,0,0,118,small land,The Mountains,,53.354674,1232017
6e337373,Bright_Brothers,10/2/1602 11:17 AM,1/10/1607 5:40 PM,0,45.084242,89.677945,,48.169395,34.164467,0,4,2,2,0,0,70,small land,Cursed Land,1,99.970298,1095711
6e3373b4,Bright_Brothers,1/18/1600 4:39 PM,12/6/1607 8:28 PM,0,65.687909,28.105233,,73.178405,31.804619,0,3,3,3,0,0,132,small land,The Mountains,1,38.438854,1357387
6e3373dd,Bright_Brothers,9/11/1603 1:58 AM,9/22/1611 5:45 AM,0,22.013158,4.930845,74.882586,71.620811,68.603711,0,3,2,3,0,0,155,small land,Cursed Land,1,15.139825,1334107
6e3373fd,Bright_Brothers,10/27/1601 3:35 AM,3/7/1608 9:38 AM,0,,53.92233,14.433336,43.071798,17.19572,0,4,2,4,0,0,106,small land,King's Landing,,64.57161,1319978
6e337418,Bright_Brothers,3/24/1603 11:34 PM,4/22/1612 4:56 PM,0,14.306622,33.269857,103.801707,216.542952,40.411781,,2,3,3,0,1,127,small land,,2,44.030242,1198090
6e3374a8,Bright_Brothers,11/18/1602 12:32 PM,2/21/1610 6:28 AM,0,63.559963,25.912926,2.576361,91.180771,58.207092,0,3,4,3,0,,134,huge land,Servant's Premises,1,36.748143,1420672
6e3374ad,Bright_Brothers,3/28/1600 7:43 PM,9/11/1611 4:11 PM,0,76.975086,18.143663,48.657956,30.797816,48.052882,0,2,3,3,0,0,142,small land,The Mountains,1,28.442184,1320348
6e3374d9,Bright_Brothers,5/11/1603 9:33 PM,6/13/1607 9:51 AM,0,71.188919,15.386455,6.02289,14.916509,33.093573,,2,2,,0,0,145,small land,Cursed Land,1,25.749863,1401331
6e3374e1,Bright_Brothers,10/10/1606 1:19 AM,5/10/1611 2:29 PM,0,1.451162,15.032009,,51.620235,4.374063,0,3,4,4,0,1,145,small land,,2,25.41275,1545307
6e33752e,Bright_Brothers,4/6/1605 7:31 PM,11/9/1608 8:35 PM,0,,,60.737678,43.033791,38.929635,0,2,2,3,0,1,74,small land,Cursed Land,2, ,1199513
6e33757e,Bright_Brothers,4/19/1600 1:23 PM,1/25/1612 5:51 AM,0,48.828024,37.150703,24.025248,204.968783,34.591785,1,3,2,4,0,1,123,small land,The Mountains,2,47.306678,1213894
6e3375a0,Bright_Brothers,5/10/1602 7:11 PM,10/15/1608 2:45 PM,,38.596992,32.364926,21.757653,55.536843,5.587589,0,3,4,2,0,0,128,huge land,Servant's Premises,,43.021223,1403587
